['511, convertible', '2023-08-29T16:06:44.278186', 0.00579833984375, 0.04878640174865723, 0.05458474159240723]
['639, maillot', '2023-08-29T16:06:46.347952', 0.002543210983276367, 0.023199796676635742, 0.02574300765991211]
['712, Petri_dish', '2023-08-29T16:06:48.391209', 0.0023207664489746094, 0.022050857543945312, 0.024371623992919922]
['68, sidewinder', '2023-08-29T16:06:50.426753', 0.002551555633544922, 0.02225780487060547, 0.02480936050415039]
['116, chiton', '2023-08-29T16:06:52.415494', 0.0018970966339111328, 0.02172374725341797, 0.0236208438873291]
['540, drilling_platform', '2023-08-29T16:06:54.516627', 0.0016391277313232422, 0.021722078323364258, 0.0233612060546875]
['252, affenpinscher', '2023-08-29T16:06:58.775040', 0.005170106887817383, 0.021693706512451172, 0.026863813400268555]
['683, oboe', '2023-08-29T16:07:00.906586', 0.0036890506744384766, 0.026130199432373047, 0.029819250106811523]
['210, German_short-haired_pointer', '2023-08-29T16:07:02.960600', 0.0021784305572509766, 0.021017789840698242, 0.02319622039794922]
['885, velvet', '2023-08-29T16:07:05.086897', 0.003622293472290039, 0.023997068405151367, 0.027619361877441406]
['1, goldfish', '2023-08-29T16:07:07.078050', 0.0021500587463378906, 0.022899389266967773, 0.025049448013305664]
['221, Irish_water_spaniel', '2023-08-29T16:07:09.090064', 0.0037927627563476562, 0.02512335777282715, 0.028916120529174805]
['860, tobacco_shop', '2023-08-29T16:07:11.169888', 0.0039048194885253906, 0.022887706756591797, 0.026792526245117188]
['949, strawberry', '2023-08-29T16:07:13.225903', 0.004373073577880859, 0.020797252655029297, 0.025170326232910156]
['660, mobile_home', '2023-08-29T16:07:15.311415', 0.0019459724426269531, 0.02102494239807129, 0.022970914840698242]
['978, seashore', '2023-08-29T16:07:17.331239', 0.0024061203002929688, 0.026708126068115234, 0.029114246368408203]
['98, red-breasted_merganser', '2023-08-29T16:07:19.321673', 0.004088640213012695, 0.023517131805419922, 0.027605772018432617]
['491, chain_saw', '2023-08-29T16:07:21.322700', 0.002020597457885742, 0.02254033088684082, 0.024560928344726562]
['405, airship', '2023-08-29T16:07:23.320881', 0.0022187232971191406, 0.02379918098449707, 0.02601790428161621]
['347, bison', '2023-08-29T16:07:25.374603', 0.0020596981048583984, 0.02226543426513672, 0.024325132369995117]
['885, velvet', '2023-08-29T16:07:27.333825', 0.0038204193115234375, 0.019974231719970703, 0.02379465103149414]
['926, hot_pot', '2023-08-29T16:07:29.380836', 0.002210378646850586, 0.025959253311157227, 0.028169631958007812]
['821, steel_arch_bridge', '2023-08-29T16:07:31.385773', 0.0036983489990234375, 0.023823022842407227, 0.027521371841430664]
['101, tusker', '2023-08-29T16:07:33.424861', 0.002406597137451172, 0.02043914794921875, 0.022845745086669922]
['912, worm_fence', '2023-08-29T16:07:35.464704', 0.002199411392211914, 0.024619579315185547, 0.02681899070739746]
['26, common_newt', '2023-08-29T16:07:37.475484', 0.0021288394927978516, 0.020290136337280273, 0.022418975830078125]
['451, bolo_tie', '2023-08-29T16:07:39.544764', 0.002302885055541992, 0.020546436309814453, 0.022849321365356445]
['917, comic_book', '2023-08-29T16:07:41.657687', 0.003730297088623047, 0.022999286651611328, 0.026729583740234375]
['206, curly-coated_retriever', '2023-08-29T16:07:43.606050', 0.0025815963745117188, 0.021798372268676758, 0.024379968643188477]
['856, thresher', '2023-08-29T16:07:45.669027', 0.0019016265869140625, 0.024898529052734375, 0.026800155639648438]
['387, lesser_panda', '2023-08-29T16:07:47.705068', 0.0024220943450927734, 0.025369644165039062, 0.027791738510131836]
['646, maze', '2023-08-29T16:07:49.735129', 0.003751993179321289, 0.025693178176879883, 0.029445171356201172]
['371, patas', '2023-08-29T16:07:51.732397', 0.003921031951904297, 0.027255535125732422, 0.03117656707763672]
['283, Persian_cat', '2023-08-29T16:07:53.810604', 0.0022199153900146484, 0.020327091217041016, 0.022547006607055664]
['585, hair_spray', '2023-08-29T16:07:55.939283', 0.0019333362579345703, 0.022426605224609375, 0.024359941482543945]
['856, thresher', '2023-08-29T16:07:58.039492', 0.00373077392578125, 0.022844552993774414, 0.026575326919555664]
['73, barn_spider', '2023-08-29T16:08:00.145781', 0.0017430782318115234, 0.0221097469329834, 0.023852825164794922]
['491, chain_saw', '2023-08-29T16:08:02.191745', 0.002037525177001953, 0.019559860229492188, 0.02159738540649414]
['353, gazelle', '2023-08-29T16:08:04.318309', 0.002454042434692383, 0.0206298828125, 0.023083925247192383]
['68, sidewinder', '2023-08-29T16:08:06.314811', 0.0034449100494384766, 0.021227121353149414, 0.02467203140258789]
['335, fox_squirrel', '2023-08-29T16:08:08.316466', 0.0025725364685058594, 0.02657938003540039, 0.02915191650390625]
['821, steel_arch_bridge', '2023-08-29T16:08:10.399389', 0.0014965534210205078, 0.020932912826538086, 0.022429466247558594]
['347, bison', '2023-08-29T16:08:12.430091', 0.0017936229705810547, 0.022713661193847656, 0.02450728416442871]
['482, cassette_player', '2023-08-29T16:08:14.518310', 0.00380706787109375, 0.02596735954284668, 0.02977442741394043]
['856, thresher', '2023-08-29T16:08:16.578585', 0.0031816959381103516, 0.021877527236938477, 0.025059223175048828]
['714, pick', '2023-08-29T16:08:18.560498', 0.0023300647735595703, 0.021993160247802734, 0.024323225021362305]
['335, fox_squirrel', '2023-08-29T16:08:20.578302', 0.002343893051147461, 0.021403074264526367, 0.023746967315673828]
['384, indri', '2023-08-29T16:08:22.585447', 0.0019240379333496094, 0.025918245315551758, 0.027842283248901367]
['294, brown_bear', '2023-08-29T16:08:24.634550', 0.0016984939575195312, 0.021231651306152344, 0.022930145263671875]
['995, earthstar', '2023-08-29T16:08:26.591576', 0.0023031234741210938, 0.023459434509277344, 0.025762557983398438]
['383, Madagascar_cat', '2023-08-29T16:08:28.632858', 0.0023233890533447266, 0.022382020950317383, 0.02470541000366211]
['690, oxcart', '2023-08-29T16:08:30.637948', 0.00382232666015625, 0.024044036865234375, 0.027866363525390625]
['221, Irish_water_spaniel', '2023-08-29T16:08:32.670544', 0.002515077590942383, 0.025614023208618164, 0.028129100799560547]
['293, cheetah', '2023-08-29T16:08:34.739505', 0.004286766052246094, 0.02294611930847168, 0.027232885360717773]
['499, cleaver', '2023-08-29T16:08:36.764488', 0.003640890121459961, 0.024172544479370117, 0.027813434600830078]
['502, clog', '2023-08-29T16:08:38.836738', 0.0017108917236328125, 0.024200439453125, 0.025911331176757812]
['940, spaghetti_squash', '2023-08-29T16:08:40.977149', 0.003130197525024414, 0.024152755737304688, 0.0272829532623291]
